id,planet_type,discovery_date,mass,planet_radius,orbital_radius,orbital_period,eccentricity,detection_method
3963,Gas Giant,2009,0.668 Jupiters,1.304 x Jupiter,0.04852 AU,3.2 days,0.0,
3964,Neptune-like,2016,30 Earths,0.534 x Jupiter,0.3577 AU,80.9 days,0.0,
3965,Neptune-like,2016,8.45 Earths,0.253 x Jupiter,0.0895 AU,10.4 days,0.0,
3966,Gas Giant,2016,0.194 Jupiters,0.818 x Jupiter,0.088 AU,10.5 days,0.0,
3967,Gas Giant,2016,0.161 Jupiters,0.732 x Jupiter,0.0535 AU,4.6 days,0.0,
3968,Neptune-like,2016,7.32 Earths,0.233 x Jupiter,0.047 AU,3.8 days,0.0,
3969,Neptune-like,2016,5.1 Earths,2.11 x Earth,0.232 AU,56.1 days,0.0,
3970,Gas Giant,2016,Unknown,1.175 x Jupiter,0.2162 AU,41.4 days,0.0,
3971,Super Earth,2016,2.33 Earths,1.33 x Earth,0.0325 AU,2.2 days,0.0,
3972,Neptune-like,2016,8.91 Earths,0.261 x Jupiter,0.0426 AU,3.2 days,0.0,
3973,Neptune-like,2016,8.85 Earths,0.261 x Jupiter,0.1173 AU,16.1 days,0.0,
3974,Super Earth,2016,4.19 Earths,1.88 x Earth,0.0524 AU,4.3 days,0.0,
3975,Neptune-like,2016,11.5 Earths,0.304 x Jupiter,0.1429 AU,23.6 days,0.0,
3976,Neptune-like,2016,11.5 Earths,0.304 x Jupiter,0.1378 AU,21 days,0.0,
3977,Neptune-like,2016,21 Earths,0.433 x Jupiter,0.6732 AU,226.9 days,0.0,
3978,Neptune-like,2016,6.71 Earths,0.221 x Jupiter,0.0748 AU,7.4 days,0.0,
3979,Gas Giant,2016,0.213 Jupiters,0.863 x Jupiter,0.0832 AU,8.1 days,0.0,
3980,Neptune-like,2016,13.5 Earths,0.335 x Jupiter,0.0933 AU,10 days,0.0,
3981,Neptune-like,2016,8.75 Earths,0.259 x Jupiter,0.0873 AU,10.4 days,0.0,
3982,Super Earth,2020,2.52 Earths,1.393 x Earth,0.046 AU,4 days,0.0,
3983,Neptune-like,2016,6.44 Earths,0.216 x Jupiter,0.052 AU,4.4 days,0.0,
3984,Gas Giant,2016,131 Jupiters,1.477 x Jupiter,0.0322 AU,2.1 days,0.0,
3985,Gas Giant,2016,0.172 Jupiters,0.76 x Jupiter,0.0556 AU,5 days,0.0,
3986,Gas Giant,2016,0.168 Jupiters,0.75 x Jupiter,0.0539 AU,4.7 days,0.0,
3987,Neptune-like,2016,7.46 Earths,0.236 x Jupiter,0.0583 AU,5.4 days,0.0,
3988,Neptune-like,2016,7.41 Earths,0.235 x Jupiter,0.0514 AU,4.1 days,0.0,
3989,Neptune-like,2016,8.35 Earths,0.252 x Jupiter,0.4471 AU,105.1 days,0.0,
3990,Gas Giant,2016,Unknown,1.088 x Jupiter,0.0479 AU,4.1 days,0.0,
3991,Neptune-like,2016,10.8 Earths,0.294 x Jupiter,0.0433 AU,3.3 days,0.0,
3992,Gas Giant,2016,0.25 Jupiters,0.948 x Jupiter,0.215 AU,39.6 days,0.0,
3993,Neptune-like,2016,10.7 Earths,0.291 x Jupiter,0.1406 AU,21.8 days,0.0,
3994,Neptune-like,2016,6.94 Earths,0.226 x Jupiter,0.0546 AU,5.2 days,0.0,
3995,Neptune-like,2016,11.1 Earths,0.298 x Jupiter,0.0625 AU,5.7 days,0.0,
3996,Neptune-like,2016,12.5 Earths,0.319 x Jupiter,0.0432 AU,3.2 days,0.0,
3997,Gas Giant,2016,Unknown,1.1 x Jupiter,0.0694 AU,6.5 days,0.0,
3998,Super Earth,2018,3.09 Earths,1.569 x Earth,0.03997 AU,2.9 days,0.0,
3999,Gas Giant,2016,Unknown,1.238 x Jupiter,0.0505 AU,3.9 days,0.0,
4000,Neptune-like,2016,5.39 Earths,2.18 x Earth,0.0691 AU,9.5 days,0.0,
4001,Super Earth,2016,2.15 Earths,1.27 x Earth,0.0143 AU,0.9 days,0.0,
4002,Neptune-like,2016,8.35 Earths,0.252 x Jupiter,0.1483 AU,20.8 days,0.0,
4003,Neptune-like,2016,12.4 Earths,0.318 x Jupiter,0.0583 AU,6.1 days,0.0,
4004,Neptune-like,2016,9.01 Earths,0.263 x Jupiter,0.0965 AU,11.5 days,0.0,
4005,Neptune-like,2016,8.91 Earths,0.261 x Jupiter,0.0428 AU,3.6 days,0.0,
4006,Super Earth,2016,4.5 Earths,1.96 x Earth,0.1422 AU,28.6 days,0.0,
4007,Neptune-like,2016,6.8 Earths,0.223 x Jupiter,0.1552 AU,24.6 days,0.0,
4008,Neptune-like,2016,11 Earths,0.296 x Jupiter,0.1054 AU,12.5 days,0.0,
4009,Neptune-like,2016,18.9 Earths,0.408 x Jupiter,0.0462 AU,3.6 days,0.0,
4010,Neptune-like,2016,9.11 Earths,0.265 x Jupiter,0.0744 AU,7 days,0.0,
4011,Neptune-like,2016,10.6 Earths,0.289 x Jupiter,0.0744 AU,8.4 days,0.0,
4012,Super Earth,2016,1.92 Earths,1.21 x Earth,0.0418 AU,3.2 days,0.0,
4013,Super Earth,2016,3.26 Earths,1.62 x Earth,0.0993 AU,12.1 days,0.0,
4014,Neptune-like,2016,5.31 Earths,2.16 x Earth,0.0915 AU,9.9 days,0.0,
4015,Super Earth,2016,1.41 Earths,1.11 x Earth,0.0435 AU,3.5 days,0.0,
4016,Neptune-like,2016,24.1 Earths,0.47 x Jupiter,0.1916 AU,35.6 days,0.0,
4017,Neptune-like,2016,6.9 Earths,0.225 x Jupiter,0.0745 AU,7.4 days,0.0,
4018,Neptune-like,2016,9.8 Earths,0.277 x Jupiter,0.1054 AU,17.3 days,0.0,
4019,Gas Giant,2013,0.63 Jupiters,0.96 x Jupiter,0.0781 AU,7.3 days,0.0,
4020,Neptune-like,2016,9.64 Earths,0.274 x Jupiter,0.093 AU,9.4 days,0.0,
4021,Super Earth,2016,3.26 Earths,1.62 x Earth,0.0533 AU,4.1 days,0.0,
4022,Neptune-like,2016,6.62 Earths,0.219 x Jupiter,0.1263 AU,17.4 days,0.0,
4023,Neptune-like,2016,8.3 Earths,0.251 x Jupiter,0.1353 AU,18.8 days,0.0,
4024,Super Earth,2016,4.31 Earths,1.91 x Earth,0.054 AU,5.7 days,0.0,
4025,Super Earth,2016,4.7 Earths,2.01 x Earth,0.116 AU,14.6 days,0.0,
4026,Super Earth,2016,3.75 Earths,1.76 x Earth,0.0214 AU,1.3 days,0.0,
4027,Super Earth,2016,2.13 Earths,1.26 x Earth,0.0367 AU,2.9 days,0.0,
4028,Super Earth,2016,1.46 Earths,1.12 x Earth,0.0219 AU,1.2 days,0.0,
4029,Super Earth,2016,2.42 Earths,1.36 x Earth,0.019 AU,1 days,0.0,
4030,Neptune-like,2016,6.71 Earths,0.221 x Jupiter,0.1019 AU,12.1 days,0.0,
4031,Super Earth,2016,3.5 Earths,1.69 x Earth,0.0547 AU,4.8 days,0.0,
4032,Neptune-like,2016,5.14 Earths,2.12 x Earth,0.1447 AU,20.5 days,0.0,
4033,Super Earth,2016,2.96 Earths,1.53 x Earth,0.0785 AU,8.2 days,0.0,
4034,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,0.2329 AU,41.8 days,0.0,
4035,Gas Giant,2013,10.1 Jupiters,1.05 x Jupiter,0.0818 AU,8.9 days,0.57,
4036,Neptune-like,2016,9.59 Earths,0.273 x Jupiter,0.0772 AU,8.7 days,0.0,
4037,Super Earth,2016,2.79 Earths,1.48 x Earth,0.0333 AU,2.5 days,0.0,
4038,Super Earth,2016,4.78 Earths,2.03 x Earth,0.0874 AU,10.1 days,0.0,
4039,Gas Giant,2016,Unknown,1.131 x Jupiter,0.0493 AU,3.8 days,0.0,
4040,Super Earth,2016,1.98 Earths,1.22 x Earth,0.0205 AU,1.2 days,0.0,
4041,Super Earth,2016,3.33 Earths,1.64 x Earth,0.0724 AU,7.3 days,0.0,
4042,Neptune-like,2016,6.48 Earths,0.217 x Jupiter,0.1754 AU,27.7 days,0.0,
4043,Neptune-like,2016,11.4 Earths,0.302 x Jupiter,0.066 AU,6.1 days,0.0,
4044,Neptune-like,2016,35.7 Earths,0.592 x Jupiter,0.5874 AU,161.5 days,0.0,
4045,Super Earth,2016,3.86 Earths,1.79 x Earth,0.092 AU,11.4 days,0.0,
4046,Neptune-like,2016,8.85 Earths,0.261 x Jupiter,0.0778 AU,7.4 days,0.0,
4047,Super Earth,2016,3.86 Earths,1.79 x Earth,0.1297 AU,16 days,0.0,
4048,Gas Giant,2013,2.01 Jupiters,1.36 x Jupiter,0.0274 AU,1.5 days,0.0,Orbital Brightness Modulation
4049,Neptune-like,2016,5.9 Earths,0.205 x Jupiter,0.1694 AU,18.9 days,0.0,
4050,Super Earth,2016,1.87 Earths,1.2 x Earth,0.0309 AU,1.5 days,0.0,
4051,Super Earth,2016,2.54 Earths,1.4 x Earth,0.0616 AU,4.2 days,0.0,
4052,Super Earth,2016,3.97 Earths,1.82 x Earth,0.0843 AU,8.7 days,0.0,
4053,Super Earth,2016,3.97 Earths,1.82 x Earth,0.1071 AU,13 days,0.0,
4054,Super Earth,2016,2.63 Earths,1.43 x Earth,0.047 AU,3.7 days,0.0,
4055,Neptune-like,2016,10.2 Earths,0.283 x Jupiter,0.1114 AU,11.1 days,0.0,
4056,Super Earth,2016,1.81 Earths,1.19 x Earth,0.0187 AU,1 days,0.0,
4057,Super Earth,2016,2.18 Earths,1.28 x Earth,0.0523 AU,4.9 days,0.0,
4058,Super Earth,2016,2.76 Earths,1.47 x Earth,0.0519 AU,5.7 days,0.0,
4059,Super Earth,2016,3.46 Earths,1.68 x Earth,0.0453 AU,3.8 days,0.0,
4060,Terrestrial,2016,0.721 Earths,0.92 x Earth,0.0533 AU,7.1 days,0.0,
4061,Gas Giant,2013,0.43 Jupiters,0.96 x Jupiter,0.04501 AU,3.6 days,0.0,
4062,Terrestrial,2016,0.64 Earths,0.89 x Earth,0.015 AU,0.7 days,0.0,
4063,Neptune-like,2016,8.7 Earths,0.258 x Jupiter,0.1019 AU,13.2 days,0.0,
4064,Neptune-like,2016,10.4 Earths,0.286 x Jupiter,0.5444 AU,158.7 days,0.0,
4065,Terrestrial,2016,0.399 Earths,0.78 x Earth,0.0491 AU,4.3 days,0.0,
4066,Neptune-like,2020,6.04 Earths,0.208 x Jupiter,0.0684 AU,7.1 days,0.0,
4067,Super Earth,2016,3.12 Earths,1.58 x Earth,0.1967 AU,31.6 days,0.0,
4068,Gas Giant,2016,Unknown,1.162 x Jupiter,0.025 AU,2 days,0.0,
4069,Neptune-like,2016,6.48 Earths,0.217 x Jupiter,0.2548 AU,53.5 days,0.0,
4070,Super Earth,2016,2.18 Earths,1.28 x Earth,0.0159 AU,0.9 days,0.0,
4071,Neptune-like,2016,7.04 Earths,0.227 x Jupiter,0.0835 AU,8.4 days,0.0,
4072,Neptune-like,2016,5.14 Earths,2.12 x Earth,0.0951 AU,8.6 days,0.0,
4073,Super Earth,2013,1.96716 Earths,1.121 x Earth,Unknown,0.4 days,0.0,
4074,Neptune-like,2016,5.39 Earths,2.18 x Earth,0.101 AU,13.7 days,0.0,
4075,Neptune-like,2016,9.53 Earths,0.272 x Jupiter,0.1256 AU,14.6 days,0.0,
4076,Super Earth,2016,4.5 Earths,1.96 x Earth,0.0988 AU,11.3 days,0.0,
4077,Super Earth,2016,2.45 Earths,1.37 x Earth,0.0491 AU,4.2 days,0.0,
4078,Neptune-like,2016,5.1 Earths,2.11 x Earth,0.1036 AU,11.1 days,0.0,
4079,Super Earth,2016,3.46 Earths,1.68 x Earth,0.1817 AU,29.6 days,0.0,
4080,Super Earth,2016,2.24 Earths,1.3 x Earth,0.0662 AU,6.4 days,0.0,
4081,Neptune-like,2016,5.35 Earths,2.17 x Earth,0.181 AU,27.1 days,0.0,
4082,Neptune-like,2016,6.3 Earths,0.213 x Jupiter,0.1174 AU,13.7 days,0.0,
4083,Neptune-like,2016,37.9 Earths,0.614 x Jupiter,0.5167 AU,133.5 days,0.0,
4084,Neptune-like,2021,8.15 Earths,0.248 x Jupiter,0.1214 AU,15.2 days,0.0,
4085,Neptune-like,2012,10.9 Earths,0.31 x Jupiter,0.117 AU,13.5 days,0.02,
4086,Neptune-like,2012,5.9 Earths,0.332 x Jupiter,0.187 AU,27.4 days,0.03,
4087,Neptune-like,2014,6 Earths,0.639 x Jupiter,0.287 AU,52.1 days,0.03,
4088,Neptune-like,2014,4.1 Earths,0.311 x Jupiter,0.386 AU,81.1 days,0.01,
4089,Gas Giant,2009,0.441 Jupiters,1.622 x Jupiter,0.06067 AU,4.9 days,0.0,
4090,Neptune-like,2016,8.5 Earths,0.254 x Jupiter,0.1106 AU,14.1 days,0.0,
4091,Super Earth,2016,4.66 Earths,2.0 x Earth,0.0795 AU,11.4 days,0.0,
4092,Neptune-like,2016,12.3 Earths,0.316 x Jupiter,0.2265 AU,40.1 days,0.0,
4093,Neptune-like,2016,13.8 Earths,0.338 x Jupiter,0.2678 AU,50.3 days,0.0,
4094,Super Earth,2016,4.42 Earths,1.94 x Earth,0.1137 AU,14.4 days,0.0,
4095,Super Earth,2016,1.55 Earths,1.14 x Earth,0.0872 AU,9.7 days,0.0,
4096,Neptune-like,2016,8.7 Earths,0.258 x Jupiter,0.1978 AU,30.9 days,0.0,
4097,Super Earth,2016,1.55 Earths,1.14 x Earth,0.0764 AU,8.1 days,0.0,
4098,Gas Giant,2016,0.242 Jupiters,0.93 x Jupiter,0.4884 AU,117.9 days,0.0,
4099,Super Earth,2016,2.73 Earths,1.46 x Earth,0.0116 AU,0.6 days,0.0,
4100,Neptune-like,2016,9.32 Earths,0.269 x Jupiter,0.2901 AU,55.6 days,0.0,
4101,Neptune-like,2012,6.93 Earths,0.238 x Jupiter,0.0648 AU,7.1 days,0.0,
4102,Neptune-like,2012,6.74 Earths,0.244 x Jupiter,0.0792 AU,9.5 days,0.0,
4103,Super Earth,2014,6.75 Earths,1.53 x Earth,0.0372 AU,3.1 days,0.0,
4104,Super Earth,2014,4.13 Earths,1.6 x Earth,0.0491 AU,4.6 days,0.0,
4105,Super Earth,2016,1.92 Earths,1.21 x Earth,0.0175 AU,1 days,0.0,
4106,Super Earth,2017,1.51 Earths,1.13 x Earth,Unknown,14.6 days,0.0,
4107,Super Earth,2016,4.38 Earths,1.93 x Earth,0.055 AU,4.6 days,0.0,
4108,Neptune-like,2016,7.75 Earths,0.241 x Jupiter,0.1583 AU,23.6 days,0.0,
4109,Neptune-like,2016,12.3 Earths,0.317 x Jupiter,0.1024 AU,10.1 days,0.0,
4110,Neptune-like,2016,5.22 Earths,2.14 x Earth,0.1439 AU,19.1 days,0.0,
4111,Neptune-like,2016,5.14 Earths,2.12 x Earth,0.0695 AU,6.1 days,0.0,
4112,Neptune-like,2016,15.8 Earths,0.367 x Jupiter,0.0888 AU,8.6 days,0.0,
4113,Gas Giant,2016,0.234 Jupiters,0.914 x Jupiter,0.0895 AU,10.5 days,0.0,
4114,Gas Giant,2016,0.189 Jupiters,0.806 x Jupiter,0.0493 AU,4 days,0.0,
4115,Neptune-like,2016,22.9 Earths,0.456 x Jupiter,0.0886 AU,10 days,0.0,
4116,Neptune-like,2016,8.05 Earths,0.246 x Jupiter,0.1894 AU,33.2 days,0.0,
4117,Super Earth,2012,17.2 Earths,0.216 x Jupiter,0.0522 AU,6 days,0.0,
4118,Neptune-like,2012,4.3 Earths,0.211 x Jupiter,0.08347 AU,12 days,0.0,
4119,Super Earth,2014,1.92 Earths,1.21 x Earth,0.128 AU,20.8 days,0.0,
4120,Neptune-like,2016,30.8 Earths,0.543 x Jupiter,0.5829 AU,127.8 days,0.0,
4121,Super Earth,2016,2.27 Earths,1.31 x Earth,0.029 AU,1.9 days,0.0,
4122,Super Earth,2016,3.78 Earths,1.77 x Earth,0.0412 AU,3.2 days,0.0,
4123,Super Earth,2016,3.09 Earths,1.57 x Earth,0.0507 AU,4.2 days,0.0,
4124,Super Earth,2016,4.16 Earths,1.87 x Earth,0.055 AU,4.5 days,0.0,
4125,Super Earth,2016,2.96 Earths,1.53 x Earth,0.0453 AU,3.8 days,0.0,
4126,Super Earth,2016,4.04 Earths,1.84 x Earth,0.0759 AU,8.2 days,0.0,
4127,Super Earth,2016,2.1 Earths,1.25 x Earth,0.0528 AU,4.5 days,0.0,
4128,Neptune-like,2016,27 Earths,0.502 x Jupiter,0.2742 AU,51.9 days,0.0,
4129,Super Earth,2016,2.89 Earths,1.51 x Earth,0.0125 AU,0.6 days,0.0,
4130,Neptune-like,2016,5.1 Earths,2.11 x Earth,0.0678 AU,6.9 days,0.0,
4131,Neptune-like,2012,12.15 Earths,0.363 x Jupiter,0.1683 AU,26.4 days,0.0,
4132,Neptune-like,2012,13.9 Earths,0.476 x Jupiter,0.2626 AU,51.5 days,0.01,
4133,Super Earth,2014,3.78 Earths,1.77 x Earth,0.034 AU,2.4 days,0.0,
4134,Neptune-like,2014,6.66 Earths,0.22 x Jupiter,0.063 AU,5.9 days,0.0,
4135,Neptune-like,2019,20.9 Earths,0.432 x Jupiter,0.3395 AU,75.7 days,0.0,Transit Timing Variations
4136,Super Earth,2016,3.53 Earths,1.7 x Earth,0.1033 AU,11.3 days,0.0,
4137,Super Earth,2016,2.15 Earths,1.27 x Earth,0.0603 AU,5.6 days,0.0,
4138,Super Earth,2016,4.9 Earths,2.06 x Earth,0.075 AU,7.1 days,0.0,
4139,Super Earth,2016,4.74 Earths,2.02 x Earth,0.1139 AU,18.8 days,0.0,
4140,Super Earth,2016,4.74 Earths,2.02 x Earth,0.0862 AU,13.3 days,0.0,
4141,Neptune-like,2016,8.2 Earths,0.249 x Jupiter,0.107 AU,11.4 days,0.0,
4142,Neptune-like,2016,7.9 Earths,0.244 x Jupiter,0.1013 AU,11.4 days,0.0,
4143,Neptune-like,2016,7.08 Earths,0.228 x Jupiter,0.1144 AU,16.6 days,0.0,
4144,Neptune-like,2016,7.9 Earths,0.244 x Jupiter,0.1266 AU,15.7 days,0.0,
4145,Neptune-like,2016,7.13 Earths,0.229 x Jupiter,0.2341 AU,37.8 days,0.0,
4146,Gas Giant,2012,0.132 Jupiters,0.252 x Jupiter,0.07295 AU,9.8 days,0.0,
4147,Super Earth,2012,11.4 Earths,0.211 x Jupiter,0.11796 AU,20.1 days,0.0,
4148,Super Earth,2014,24.6 Earths,1.94 x Earth,0.051 AU,5.2 days,0.0,
4149,Gas Giant,2016,135 Jupiters,1.523 x Jupiter,0.0355 AU,2.5 days,0.0,
4150,Neptune-like,2016,23.8 Earths,0.467 x Jupiter,0.479 AU,124.4 days,0.0,
4151,Super Earth,2016,3.19 Earths,1.6 x Earth,0.0204 AU,1.2 days,0.0,
4152,Neptune-like,2016,7.22 Earths,0.231 x Jupiter,0.0313 AU,2.1 days,0.0,
4153,Super Earth,2016,3.46 Earths,1.68 x Earth,0.0298 AU,2.6 days,0.0,
4154,Super Earth,2016,4.82 Earths,2.04 x Earth,0.017 AU,0.9 days,0.0,
4155,Neptune-like,2016,6.71 Earths,0.221 x Jupiter,0.1399 AU,19.8 days,0.0,
4156,Super Earth,2016,1.76 Earths,1.18 x Earth,0.0315 AU,2.3 days,0.0,
4157,Super Earth,2016,3.53 Earths,1.7 x Earth,0.072 AU,6.9 days,0.0,
4158,Gas Giant,2016,0.127 Jupiters,0.637 x Jupiter,1.1088 AU,394.6 days,0.0,
4159,Super Earth,2012,40 Earths,2.23 x Earth,0.0827 AU,8.7 days,0.0,
4160,Super Earth,2012,20.2 Earths,0.211 x Jupiter,0.1072 AU,12.9 days,0.0,
4161,Super Earth,2014,2.48 Earths,1.38 x Earth,0.052 AU,4.2 days,0.0,
4162,Neptune-like,2014,7.27 Earths,0.232 x Jupiter,0.181 AU,27.4 days,0.0,
4163,Neptune-like,2014,5.48 Earths,2.2 x Earth,0.25 AU,44.6 days,0.0,
4164,Super Earth,2016,3.82 Earths,1.78 x Earth,0.0744 AU,7.2 days,0.0,
4165,Super Earth,2016,3.46 Earths,1.68 x Earth,0.0802 AU,8.5 days,0.0,
4166,Neptune-like,2016,6.99 Earths,0.227 x Jupiter,0.2654 AU,44.9 days,0.0,
4167,Super Earth,2016,3.5 Earths,1.69 x Earth,0.0779 AU,7.2 days,0.0,
4168,Gas Giant,2016,132 Jupiters,1.492 x Jupiter,0.0334 AU,2.1 days,0.0,
4169,Gas Giant,2016,0.166 Jupiters,0.745 x Jupiter,0.0762 AU,7.9 days,0.0,
4170,Gas Giant,2016,0.199 Jupiters,0.83 x Jupiter,0.0787 AU,8 days,0.0,
4171,Neptune-like,2016,37.2 Earths,0.607 x Jupiter,0.3751 AU,85.4 days,0.0,
4172,Neptune-like,2016,21.1 Earths,0.434 x Jupiter,0.3403 AU,76.1 days,0.0,
4173,Neptune-like,2016,9.75 Earths,0.276 x Jupiter,0.1345 AU,20.4 days,0.0,
4174,Super Earth,2012,4.54 Earths,1.97 x Earth,0.0766 AU,8.3 days,0.0,
4175,Super Earth,2012,20.9 Earths,2.18 x Earth,0.1007 AU,12.5 days,0.0,
4176,Super Earth,2014,1.87 Earths,1.2 x Earth,0.13 AU,17.9 days,0.0,
4177,Super Earth,2014,0.6 Earths,1.27 x Earth,0.163 AU,25.2 days,0.0,
4178,Neptune-like,2016,10.6 Earths,0.289 x Jupiter,0.058 AU,5.1 days,0.0,
4179,Neptune-like,2016,5.82 Earths,0.203 x Jupiter,0.0463 AU,3.9 days,0.0,
4180,Neptune-like,2016,5.52 Earths,2.21 x Earth,0.039 AU,3.1 days,0.0,
4181,Neptune-like,2016,8.75 Earths,0.259 x Jupiter,0.122 AU,15.6 days,0.0,
4182,Neptune-like,2016,6.35 Earths,0.214 x Jupiter,0.0687 AU,5.8 days,0.0,
4183,Neptune-like,2016,6.76 Earths,0.222 x Jupiter,0.1057 AU,14.2 days,0.0,
4184,Super Earth,2016,3.29 Earths,1.63 x Earth,0.0331 AU,2.6 days,0.0,
4185,Neptune-like,2016,19.4 Earths,0.414 x Jupiter,0.5375 AU,150.2 days,0.0,
4186,Super Earth,2016,4.86 Earths,2.05 x Earth,0.0575 AU,5 days,0.0,
4187,Neptune-like,2016,12.7 Earths,0.322 x Jupiter,0.2244 AU,40.4 days,0.0,
4188,Neptune-like,2016,8.15 Earths,0.248 x Jupiter,0.1539 AU,21.4 days,0.0,
4189,Neptune-like,2016,13.5 Earths,0.334 x Jupiter,0.1572 AU,22 days,0.0,
4190,Super Earth,2016,4.62 Earths,1.99 x Earth,0.0362 AU,2.6 days,0.0,
4191,Neptune-like,2016,13.5 Earths,0.335 x Jupiter,0.1542 AU,20.6 days,0.0,
4192,Neptune-like,2016,14.7 Earths,0.352 x Jupiter,0.2234 AU,40.1 days,0.0,
4193,Neptune-like,2016,8.75 Earths,0.259 x Jupiter,0.1771 AU,27.5 days,0.0,
4194,Super Earth,2016,2.63 Earths,1.43 x Earth,0.0549 AU,5.1 days,0.0,
4195,Neptune-like,2016,5.14 Earths,2.12 x Earth,0.1301 AU,18.5 days,0.0,
4196,Super Earth,2016,4.38 Earths,1.93 x Earth,0.165 AU,25.9 days,0.0,
4197,Neptune-like,2016,7.13 Earths,0.229 x Jupiter,0.2012 AU,33.4 days,0.0,
4198,Gas Giant,2013,1.02 Jupiters,1.204 x Jupiter,0.481 AU,114.7 days,0.04,
4199,Neptune-like,2013,6.4 Earths,0.548 x Jupiter,0.676 AU,191.2 days,0.04,
4200,Neptune-like,2016,7.56 Earths,0.237 x Jupiter,0.0915 AU,7.7 days,0.0,
4201,Super Earth,2016,3.82 Earths,1.78 x Earth,0.0552 AU,4.4 days,0.0,
4202,Super Earth,2016,2.04 Earths,1.23 x Earth,0.0449 AU,4 days,0.0,
4203,Super Earth,2016,3.82 Earths,1.78 x Earth,0.1055 AU,13 days,0.0,
4204,Super Earth,2016,2.04 Earths,1.23 x Earth,0.0622 AU,5.7 days,0.0,
4205,Neptune-like,2016,6.8 Earths,0.223 x Jupiter,0.1432 AU,18.1 days,0.0,
4206,Super Earth,2016,2.92 Earths,1.52 x Earth,0.067 AU,6.2 days,0.0,
4207,Super Earth,2016,4.04 Earths,1.84 x Earth,0.1536 AU,20.4 days,0.0,
4208,Super Earth,2016,1.51 Earths,1.13 x Earth,0.0797 AU,7.6 days,0.0,
4209,Super Earth,2016,3.75 Earths,1.76 x Earth,0.328 AU,70.7 days,0.0,
4210,Super Earth,2016,1.32 Earths,1.09 x Earth,0.0492 AU,3.7 days,0.0,
4211,Gas Giant,2020,3.05046 Jupiters,1.17 x Jupiter,Unknown,3.8 years,0.41,
4212,Gas Giant,2016,0.184 Jupiters,0.793 x Jupiter,0.2944 AU,52.8 days,0.0,
4213,Neptune-like,2016,33.6 Earths,0.572 x Jupiter,0.2881 AU,53.4 days,0.0,
4214,Neptune-like,2016,8.3 Earths,0.251 x Jupiter,0.1015 AU,13.8 days,0.0,
4215,Neptune-like,2016,9.43 Earths,0.27 x Jupiter,0.0699 AU,6.3 days,0.0,
4216,Neptune-like,2016,8.15 Earths,0.248 x Jupiter,0.0916 AU,9.8 days,0.0,
4217,Super Earth,2016,2.99 Earths,1.54 x Earth,0.0328 AU,2.8 days,0.0,
4218,Neptune-like,2016,6.94 Earths,0.226 x Jupiter,0.5164 AU,144.5 days,0.0,
4219,Neptune-like,2016,6.3 Earths,0.213 x Jupiter,0.077 AU,8 days,0.0,
4220,Super Earth,2016,2.83 Earths,1.49 x Earth,0.0545 AU,5.9 days,0.0,
4221,Neptune-like,2016,7.65 Earths,0.239 x Jupiter,0.1392 AU,19.2 days,0.0,
4222,Gas Giant,2010,0.59 Jupiters,1.416 x Jupiter,0.0474 AU,3.5 days,0.0,
4223,Super Earth,2016,4.98 Earths,2.08 x Earth,0.0679 AU,7 days,0.0,
4224,Super Earth,2016,2.45 Earths,1.37 x Earth,0.0378 AU,3.5 days,0.0,
4225,Neptune-like,2016,6.99 Earths,0.227 x Jupiter,0.223 AU,40.1 days,0.0,
4226,Super Earth,2016,4.7 Earths,2.01 x Earth,0.0907 AU,10.4 days,0.0,
4227,Neptune-like,2016,6.94 Earths,0.226 x Jupiter,0.302 AU,62.9 days,0.0,
4228,Super Earth,2016,3.78 Earths,1.77 x Earth,0.0417 AU,3 days,0.0,
4229,Super Earth,2016,2.57 Earths,1.41 x Earth,0.0572 AU,5.1 days,0.0,
4230,Neptune-like,2016,5.1 Earths,2.11 x Earth,0.2359 AU,41.7 days,0.0,
4231,Super Earth,2016,1.87 Earths,1.2 x Earth,0.1225 AU,15.9 days,0.0,
4232,Super Earth,2016,1.98 Earths,1.22 x Earth,0.0247 AU,1.3 days,0.0,
4233,Super Earth,2016,2.76 Earths,1.47 x Earth,0.1175 AU,13.9 days,0.0,
4234,Super Earth,2013,2.27 Earths,1.31 x Earth,0.074 AU,7 days,0.0,
4235,Super Earth,2013,1.81 Earths,1.19 x Earth,0.089 AU,8.7 days,0.0,
4236,Neptune-like,2013,8.6 Earths,0.256 x Jupiter,0.32 AU,59.7 days,0.0,
4237,Neptune-like,2013,7.56 Earths,0.237 x Jupiter,0.42 AU,91.9 days,0.0,
4238,Neptune-like,2013,8.65 Earths,0.257 x Jupiter,0.48 AU,124.9 days,0.0,
4239,Gas Giant,2013,0.8 Jupiters,0.723 x Jupiter,0.71 AU,210.6 days,0.0,
4240,Gas Giant,2013,1.2 Jupiters,1.008 x Jupiter,1.01 AU,331.6 days,0.0,
4241,Super Earth,2017,2.3 Earths,1.32 x Earth,Unknown,14.4 days,0.0,
4242,Terrestrial,2016,0.477 Earths,0.82 x Earth,0.0382 AU,2.4 days,0.0,
4243,Neptune-like,2016,7.27 Earths,0.232 x Jupiter,0.1549 AU,20.3 days,0.0,
4244,Neptune-like,2016,8.25 Earths,0.25 x Jupiter,0.0339 AU,2.5 days,0.0,
